id,customer_message,expected_intent,expected_escalation,expected_resolution,difficulty,notes,source_conversation_id
GS_65803,@AmazonHelp Yes it says it’s going to be Re delivered today but yesterday was already a Re delivery of same parcel?,,,,,,65804.0
GS_38811,"@115851 @115850 Amazon India can be rated as ""0"" for its service! Taking 60 days for a refund.",,,,,,38811.0
GS_99900,@115821 necesito escribirles por privado por un inconveniente con mi cuenta. Gracias,,,,,,99900.0
GS_121979,Spent tday otp w @115821. I heart them as a customer but seller support is hair pullingly difficult. @6925 ads mistakenly not running for last five days. They know it’s wrong but can’t seem to fix. @115851 bummer to be without ads on Black Friday...,,,,,,121979.0
GS_59541,@AmazonHelp my prime parcel should have been delivered today and still no sign? Item was needed for a present but no show,,,,,,59541.0
GS_49161,@115850 @1560 Delivered wrong items then never response u back &amp; not giving your money back. A BIG TIME SCAM CO.,,,,,,49161.0
GS_38824,"@115850 my order got cancelled from ur end, and inspite of notifying u guys still haven't refunded! Its been a week!!",,,,,,38824.0
GS_4788,So sad @AmazonHelp @115830 ruined his FIRST Halloween by failing to deliver his tiny costume 2 days running #whypayprime? #amazon #prime,,,,,,4788.0
GS_95393,"Faut arrêter de déconner @120533 là... Des semaines à attendre le Black Friday, des heures passées à comparer, une commande passée chez vous et je me retrouve sans rien... Punaise ils vont être beaux mes cadeaux de Noël grâce à vous... Je ne vous dis pas merci https://t.co/82OMFuWNLZ",,,,,,95393.0
GS_114397,@115830 is the wheelie bin the preferred place to leave parcels nowadays!!! Absolutely disgusting! Who do I speak to about this please? https://t.co/6TMCAVHRw3,,,,,,114397.0
GS_2602,Rapidly losing faith in @115821 and their #esl CS ability to solve problems. No resolutions or follow ups.,,,,,,2602.0
GS_107270,anyone having trouble with #Amazon transactions not going through and not accepting password even if you done a reset @115830,,,,,,107270.0
GS_77566,"@AmazonHelp Tach. Kleine Fehlermeldung: Wenn ich ein Kleidungsstück in einer bestimmten Größe auf den Wunschzettel lege und von dort dann aufrufe, muss ich auf der Artikelseite jedes mal die Größe erneut wählen. Das war bis vor Kurzem nicht so und nervt etwas.",,,,,,77566.0
GS_64182,"@AmazonHelp Three days, and case still unresolved. It doesn't even seem your people ""get"" what the problem is. Escalate the case to tech or whatever to investigate where the missing credits went. Replied to A1OMV7KNFMOJF0 and barely managed to sound patient.",,,,,,64182.0
GS_31348,"@115821 hey amazon, you guys really fucking suck",,,,,,31348.0
GS_121972,No pude estar para recibir mi paquete y @116875 ya lleva 2 días de retraso en la reentrega. :(,,,,,,121972.0
GS_20743,@AmazonHelp please ship this today ORDER # 408-8285636-6191504,,,,,,20743.0
GS_99857,@115830 what is your contact number or complaints email?,,,,,,99857.0
GS_59971,またきた(T ^ T) これも詐欺SMSって事でいいですか？ Amazonさーん！ https://t.co/VE3vYZo8aK,,,,,,59971.0
GS_95307,@115821 @115850 yours is the Company known for service. But you've failed to keep up pace with that. This is the second incident when my package has been delayed without any prior info either through sms or a call. Neither does your customer respond to the calls. What is it?,,,,,,95307.0
GS_24559,How about a ‘where IS my package?’ button @AmazonHelp? £40 lost. 😡 https://t.co/SS9iH4oZFI,,,,,,24559.0
GS_21865,どうでもいいんだけど、10/17にAmazonマーケットプレイスで買ったものが届かない。注文した時点で欲しい時に間に合わなかったから、当分使う予定もないし……って暢気にかまえてたけど、10/29ってお届け予定を遙かに過ぎてもまだ来ないｗｗｗ お～いｗｗｗ,,,,,,21865.0
GS_84153,@AmazonHelp salut. j'ai fais un 4x et j'ai retourné le produit comment ca se passe? merci,,,,,,84153.0
GS_73607,Amazonからも届いたんだけど頼んだ記憶ないぞwwwwww https://t.co/MgcyJzHtHd,,,,,,73607.0
GS_21399,@AmazonHelp *ihr,,,,,,21397.0
GS_114437,"@AmazonHelp I’m not sure what’s going on, but the last 2 orders I’ve placed and received, they have only been partially filled. I keep ordering sets of 4 with only 1 set arriving. Not impressed with this service.",,,,,,114437.0
GS_123400,"@115850 you where's my ""guaranteed delivery for today"" package. I just checked and it's sitting in the warehouse. I ordered it on Monday night. By my count today is 2 days. THIS.... Does not look like it's getting delivered does it? https://t.co/biz5Q9SdZS",,,,,,123400.0
GS_11337,うええ……Amazonさんで9800円のお買い物してお金払ったのに商品が不良品で出荷できなくなり、アマゾンギフト券で9800円戻されても……ちょっと金額大きいんですけど……。,,,,,,11337.0
GS_21025,With regards to order ending with 5905 where it shows @115850 is purchasing products 4m portals like ebay &amp; selling over their portal https://t.co/yPHufZg7Jy,,,,,,21025.0
GS_35156,First attempt at ordering an @115821 package to an Amazon Pickup Point and they are 3 days late on delivery. Why bother paying for prime?,,,,,,35156.0
GS_80721,せっかくAmazonプライム会員だしfirestickTV持ってるし映画見まくってる。scoop見たけどリリー・フランキーのぶっ飛び具合がいい。,,,,,,80721.0
GS_93672,@136304 @AmazonHelp It's because at this time of year Amazon waits for the trucks used to deliver packages to the carriers to be as full as humanly possible before dispatching them. That takes precedence over honoring Prime delivery windows. They don't put that little fact in their Cyber Monday ads.,,,,,,93670.0
GS_123442,"@AmazonHelp muchachos, help, donde viene la garantía de un ps4 pro? Ya tengo mi paquete pero no la veo",,,,,,123442.0
GS_14847,Amazonでは荷物が届いたってなってるのに、メールが届かないんだけど…これじゃ受け取れないじゃん…,,,,,,14847.0
GS_89354,@115821 Germany sucks. Been waiting for my refund of 54€ 4 4wks and nothing happen. Amazon is worth 500Bil n Mr Bezos 100Bil but cant refund 54€. Laughable,,,,,,89354.0
GS_47951,@115850 Thanks for delivering @121284 today! Me &amp; my 7yr old son are just loving it! Too good! #Alexa is just superb! #HavingFun,,,,,,47951.0
GS_122035,@115821 sure is helping me stay on budget because my app is not working at all for these lightning deals! 😖😖 #brokeshopaholic,,,,,,122035.0
GS_21493,@115821 Why does not Amazon support the Arabic language knowing that many customers have 85% of the Arabs? @AmazonHelp,,,,,,21493.0
GS_78806,.@115830 is joke. Email saying they're delivering something today. Something that I asked be delivered on Friday using Nominated Day,,,,,,78806.0
GS_108273,@115830 why can I not order and checkout a copy of @115766 WWII through the app,,,,,,108273.0
GS_18709,@AmazonHelp why is Videos option missing in the skills for Alexa in India? Not able to connect my fire TV.,,,,,,18709.0
GS_21462,@115830 How do I chat online with someone re issue with my Amazon Fire for Kids? Website is useless.,,,,,,21462.0
GS_53519,. @115830 can you please justify why you accept this delivery as being 'handed to resident' and falsifying my signature? https://t.co/JjOUpatBV4,,,,,,53519.0
GS_64083,Bonjour @120533! Je viens de parler à @22805 SUISSE. Je sais ENFIN ce qui se passe avec mes 2 colis &amp; pas grâce à vous ni à votre @AmazonHelp Heureusement que c'est entre les mains de https://t.co/4Aukjr25vR 😘😘😘,,,,,,64083.0
GS_50786,@120533 @AmazonHelp va t-on recevoir notre exemplaire de #CODWWII des demain s'il vous plait ? https://t.co/YhguKdkxyQ,,,,,,50786.0
GS_4954,"Got 2 packages delivered today from @115821 via their AMZL service. One package gets dumped at Leasing Office, which is not the address on package &amp; 1 package gets delivered to address on package, which is my apartment. 2 drivers, different results. I was home all day.",,,,,,4954.0
GS_124048,"No Brasil, a Black Friday só acontece de verdade na Amazon. Obrigado @117086",,,,,,124048.0
GS_21510,"No, @115821, 2 day shipping doesn't mean it should arrive next Monday, much less next Tuesday. I guess I'm going to a store for that gift.",,,,,,21510.0
GS_77381,"Hey there @115821, slight problem tonight at the White House. I didn’t sign for this package that was supposedly delivered. Reached out to @123967.....crickets. #help https://t.co/s8TpkHLrxH",,,,,,77381.0
GS_96755,@115821 Gotta love that I pay for Prime and choose 2 day shipping for you to use a shipping method that's gonna take 5 days.,,,,,,96755.0
GS_21043,@AmazonHelp @120261 But still no one come for pickup. What customer will think. Customer will thing it's seller fault. Seller is not dispatching the product.,,,,,,19134.0
GS_98717,hey @115821 why tf do you 'guarantee' delivery dates if they're rarely accurate anymore?,,,,,,98717.0
GS_25917,@AmazonHelp @115851 This link - https://t.co/eOLlL5cru1 - shows my question about amazon pay balance was never answered. #scam #Scammers @115851 #amazonsucks,,,,,,25915.0
GS_64138,"@3710 y'all are incredibly late with delivering my large order. 3 days late, I called today and they said it's still not even out for delivery. Their excuse? It was black Friday, we're busy. You actually suck for using that excuse. @115821 this is on you too.",,,,,,64138.0
GS_36505,"@AmazonHelp Why is there a box that says I can pre-order Songs of Experience - and listen to 2 songs - but I click &amp; it says ""not found""?",,,,,,36505.0
GS_118770,Amazonプライムで良かった！！今夜は徹夜かな笑 https://t.co/oARvkbiY5f,,,,,,118770.0
GS_89225,"Allez hop, direction @120533. Faisons-nous plaisir. https://t.co/zvNoZt5lll",,,,,,89225.0
GS_63863,@119356 Absolutely wrong practice by Amazon India. Order#407-6746802-0925919. Item 1: price 149 while placing the order. Charged Rs. 25 for shipping on delivery. New way to cheat...very small amt but new way to overcharge... SHAME,,,,,,63863.0
GS_25293,@AmazonHelp where is my order? I paid for 1 day delivery yesterday and no notification to say to pick it up at the pick up point.,,,,,,25293.0
GS_63112,Gutted my @117634 fire 8 has just stopped working half way through my trip. It won't turn on. It's less than 2 months old. advice?,,,,,,63112.0
GS_35187,Signed up for @116090 Prime to buy a SNES today. Can’t find it! @AmazonHelp Is it there or am I now a person who can’t use websites? 🙈,,,,,,35187.0
GS_30003,"Despite the fact that I don't actually have my delivery, @115830 insist on telling me that it's delivered and won't help me get it. Highly suspicious business practices going on, even by their standards!",,,,,,30003.0
GS_103080,@AmazonHelp my friend has had money taken out of her bank and she hasn't bought anything and isn't signed up for anything @138670,,,,,,103080.0
GS_3759,@115830 you pay for prime expecting next day delivery. Then receive 2 emails half hr apart 'failed delivery' but your sitting at home 😡,,,,,,3759.0
GS_32334,"Dear @119625 Please add Shubh Mangal Savdhan Movie in your play list , Thanks in advance @2082 @2083",,,,,,32334.0
GS_77640,Amazonパントリーは最高 https://t.co/FpD79wXw8I,,,,,,77640.0
GS_98569,@AmazonHelp dont even need to open the box to hear out lovely new glasses are completely smashed!!!! https://t.co/tU01mC0lpY,,,,,,98569.0
GS_67582,@115850 Upto 20% off on instant gvs.. Why have you guys listed BOOKMYSHOW in banner when the offer is not available for Bookmyshow.. making us fool...😒 https://t.co/u9iAa27wZJ,,,,,,67582.0
GS_124024,@115821 sent a book to my father for a gift this week and the spine was already separated from the binding. How can I request a replacement?,,,,,,124024.0
GS_124033,@116875 En cuánto tiempo se ve reflejado un depósito de #AmazonCash hecho en Farmacia del Ahorro,,,,,,124033.0
GS_21586,"@115850 order Id: 171-0365118-2187508. Stop fooling around and deliver the package, and I want compensation for your delivery agent being rude to my wife, and trust me this is not the first time this is happening..I want a resolution",,,,,,21586.0
GS_34512,2nd time using @115821 and book still not arrived month later. Into the void. Will distribution in Canada make it any better?,,,,,,34512.0
GS_46508,@115830 been waiting for my 3 packages to come all day and the app just said that they all have been delivered and I have not got any.,,,,,,46508.0
GS_111919,"@AmazonHelp Olá, pessoal! (: O Kindle Unlimited aceita débito?",,,,,,111919.0
GS_77458,"@116316 ihr storniert meine Bestellung, weil der Artikel nicht lieferbar wäre, das aber seit fünf Tagen zu einem höheren Preis ist. Irgendwie schwach. 😏😏",,,,,,77458.0
GS_95326,Bon bah la prochaine fois je prendrais pas le Prime de @120533 . Je paie pour avoir les colis + tôt mais avec @120534 ...,,,,,,95326.0
GS_27373,@115830 Why is amazon not disbursing funds to sellers and giving no information? Has amazon gone bust?,,,,,,27373.0
GS_121116,"Why is it that the time currently being 23:21 and having worked practically twelve hours today and needing to be up at 6:30AM tomorrow, I AM ON FRICKIN' AMAZON @115830 READING REVIEWS FOR FINELINERS!! 🤦🏿🤦🏿",,,,,,121116.0
GS_25886,Amazonのバーチャルダッシュ消せないのかな？ 寝ぼけて誤タップしたらどうするんだ💧,,,,,,25886.0
GS_80700,"@115830 perks of Amazon Prime, never having room in your recycle bin https://t.co/ReiHGWdeDx",,,,,,80700.0
GS_93665,hello Amazon help me my prime video not working please help @115850 @AmazonHelp https://t.co/2dfzHk3jwl,,,,,,93665.0
GS_75930,@117634 it would be amazing if I don't have to keep downloading books ive already purchased and downloaded on my kindle. Im ready to get a nook because after years Im over it. Now I can't read because Im out and there are no hotspots #annoying,,,,,,75930.0
GS_29483,OrderId 407-5786974-7485166 Ordered a washing machine and it was defected! No one came for taking it back. https://t.co/ZebNluoneI,,,,,,29483.0
GS_33262,@AmazonHelp @115850 Thanks a lot for not delivering my product even after promising. Fake promises! Two orders and both not dlvd. #prime https://t.co/Y9nT10k5Lj,,,,,,33262.0
GS_21405,Hey @115821 if you are going to drop wiper blades from S&amp;S maybe make sure the ones you suggest as a replacement fit my vehicle? https://t.co/dp8pfho8Iv,,,,,,21405.0
GS_96844,Hey @AmazonHelp I did use the link you sent but was asked to call Intelcom and no one picked up the phone. They decided to leave the package taped to my mailbox yesterday! So I’m a happy camper! Thanks for checking in! https://t.co/yClsN9b3bY,,,,,,96844.0
GS_61054,"I know I make this complaint regularly, but why is there a direct path from @176 to @115821 but not the other way around?",,,,,,61054.0
GS_93501,"Sagt mal @AmazonHelp, tut das Not eine handelsübliche Gatefold-LP in so einen großen Karton zu packen? Stichwort Verpackungsmüll. #Amazon https://t.co/VKjD53wGzT",,,,,,93501.0
GS_40397,@115850 finally you not agree with pick up your damage product and not mention any where in website for self returns. finally............,,,,,,40397.0
GS_43290,"@AmazonHelp On the brighter side, when asked to ""play badshah songs"", it played songs ""by"" Badshah and not ""from"" the movie Badshah, which was spot on!",,,,,,43287.0
GS_29490,@117634 you need to sort out app on phones syncing problems,,,,,,29490.0
GS_80740,"@120533 On applaudis Amazon et son option Prime, pour perdre les colis y a pas mieux apparemment.... Ou comment payer un abonnement pour rien xD https://t.co/9P7ONebvCd",,,,,,80740.0
GS_21086,"Thanks @115821 for your ""Same Day Delivery""!! It's not like I was hoping to get my order on my day off or anything. #AMZLFail https://t.co/ewUKuXuRzh",,,,,,21086.0
GS_22499,"@115821 three times I have asked @120169 UAE to deliver my parcel and it is still at their warehouse, absolutely rubbish!!!!!!",,,,,,22499.0
GS_67537,お昼頃、Amazonから13巻の配達完了のお知らせが！もしかして郵便受けか？郵便受けに入れていったのか！？！？,,,,,,67537.0
GS_20415,Amazonからの荷物来ないぽよーーーーー,,,,,,20415.0
GS_5782,@117086 tem previsao para liberar a terceira temporada de #mrrobot no #amazonprimebrasil ?,,,,,,5782.0
GS_89304,Really wish my @115830 deliveries weren’t always left on the flipping doorstep!! One of these days it’ll be something expensive and it will be taken!,,,,,,89304.0
GS_56911,"@AmazonHelp so, email to say package out for delivery today....just got home, no package, no note, no email? What’s going on?! Not next day!",,,,,,56911.0
GS_22163,午前中に受け取り先に荷物到着してるのにまだメール来ない。はよ認証番号メール送れやアマゾンさんよぉ,,,,,,22163.0
GS_105090,@AmazonHelp Please tell me i have not spent !put cash in your new tablets only to find out I can't download the @6069 app.,,,,,,105090.0
GS_27343,@120474 what's happening with Moz RAH ticket pre-sale?? Keeps telling me I've exceeded maximum - haven't bought any yet! Shambles,,,,,,27343.0
GS_83366,@AmazonHelp @115850 I am not getting any discount option on using ICICI credit card when u have mentioned the same in your terms and conditions. https://t.co/3S66yJalKj,,,,,,83366.0
GS_108243,@AmazonHelp Hi. I had a notification today saying my parcel had arrived but I haven’t got it.,,,,,,108243.0
GS_11619,@AmazonHelp how do I inform your delivery drivers to just leave my package at my front door?,,,,,,11619.0
GS_632,@115830 my package was ‘accidentally’ opened.. 4 items missing worth £97. You need better delivery drivers!! https://t.co/f6SaVBSMqM,,,,,,632.0
GS_124745,"@116875 pueden proporcionar una linea de atención que no sea via correo, ya paso mucho tiempo",,,,,,124745.0
GS_69607,Even paid $20 to get my @115821 order before an important event and STILL didn’t arrive on time. #Notcool #whenamigoingtolearn #procrastination,,,,,,69607.0
GS_75997,@AmazonHelp when give my refund Order date 03-Oct-2017 Order # 404-4257423-7818717,,,,,,75997.0
GS_80728,"@115821 I love you, but... here's an idea- how about using unlabeled, or holiday packaging for orders during the holidays so our kids don't see what they are getting every time an Amazon box is delivered?! We are going to stores now so we don't spoil our son's Christmas.",,,,,,80728.0
GS_71885,Very disappointed with @115821 customer service. Terrible experience. The call just got worse and worse. #AmazonPrime @AmazonHelp,,,,,,71885.0
GS_58778,Hey @115821 there should be no reason why my items should keep arriving bent and bruised up. Please package things more carefully. https://t.co/6YR1Xf7Aym,,,,,,58778.0
GS_9120,@115821 I’ve had nothing but trouble with 2/3 of my orders this month and I’m starting to doubt my continuing my prime membership,,,,,,9120.0
GS_95332,Thanks @115821 for the damaged box but I’m glad it still works https://t.co/xSnmgbnpNb,,,,,,95332.0
